name,information,address,price,owner,house_type,in_pledge,construction_year,ceiling_height,area,room_count,floor_count,floor ,district,url,lat,lon
2-комнатная квартира · 60 м² · 9/9 этаж,"жил. комплекс Сатурн, кирпичный дом, 2021 г.п., потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, меблирована частично, Полноценная 2 комн. квартира. Просторные комнаты. Лоджия 6м, в длину на 2 комнаты, очень удобная. Санузел совмещен. Сделан…",Ахмет Байтурсынулы 39 39/1 39/2 39/3,29900000.0,Риелтор,кирпичный дом,False,2021,2.7,60.0,2.0,9.0,9.0,Сарайшык р-н,https://krisha.kz/a/show/1007964200?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=48,51.120700545772,71.501467658968
3-комнатная квартира · 70 м² · 7/10 этаж,"В залоге, жил. комплекс Alpamys, кирпичный дом, 2020 г.п., потолки 3м., санузел совмещенный, интернет проводной, меблирована полностью, Продается светлая 2-комнатная квартира, 70 кв. м., на 7/10 этаже еирпичного дома (2020 г. ) в престижном районе Астана арена, Алау, НИШ. Комнаты изолированные, кух…",Улы Дала,48000000.0,Хозяин недвижимости,кирпичный дом,True,2020,3.0,70.0,3.0,10.0,7.0,Нура р-н,https://krisha.kz/a/show/1009085747?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=49,51.101004509663,71.40182605911
3-комнатная квартира · 91.5 м² · 6/10 этаж,"жил. комплекс Коркем 4, монолитный дом, 2021 г.п., состояние: свежий ремонт, потолки 2.7м., санузел 2 с/у и более, телефон: нет, интернет оптика, меблирована полностью, Продаётся полноценная 3-комнатная квартира, в которой всё продумано до мелочей и выполнено для себя, ремонт исполнен качествен…",Мангилик Ел 40/2,77000000.0,Хозяин недвижимости,монолитный дом,False,2021,2.7,91.5,3.0,10.0,6.0,Есильский р-н,https://krisha.kz/a/show/1009085779?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=50,51.100656930353,71.429958157252
4-комнатная квартира · 102 м² · 2/10 этаж,"жил. комплекс Багыстан, панельный дом, 2021 г.п., потолки 2.75м., Продаётся просторная четырёхкомнатная квартира в жилом комплексе «Багыстан». Квартира расположена на втором этаже из десяти, общей площадью 102 кв.м. Полностью меблирована — вся мебель и бытовая техника остаётся новым владельцам…",Е-117 42,47000000.0,Риелтор,панельный дом,False,2021,2.75,102.0,4.0,10.0,2.0,Есильский р-н,https://krisha.kz/a/show/1006504006?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=51,51.07729057752,71.492617248485
1-комнатная квартира · 34.8 м² · 3/9 этаж,"жил. комплекс Градокомплекс, монолитный дом, 2005 г.п., потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, меблирована полностью, 🔥 ГОРЯЧЕЕ ПРЕДЛОЖЕНИЕ В ТОПОВОЙ ЛОКАЦИИ 🔥 Продаётся полноценная 1-комнатная квартира с ГОТОВЫМ ПАССИВНЫМ ДОХОДОМ 💰 Цена…",Керей жанибек хандар 9,28000000.0,Хозяин недвижимости,монолитный дом,False,2005,2.7,34.8,1.0,9.0,3.0,Есильский р-н,https://krisha.kz/a/show/1009085357?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=52,51.116599167241,71.417246137645
1-комнатная квартира · 55 м² · 11/14 этаж,"жил. комплекс Отандастар, монолитный дом, 2011 г.п., потолки 2.7м., Компания “Витрина недвижимости” 🔹 ID CRM: 144256 Предлагаем большой выбор квартир, домов и коммерческой недвижимости в Астане. Подберем объект под любые задачи — для жизни, отдыха или инвестиций. ✅ Объекты с ремонтом и без…",Алматы 13,26500000.0,Риелтор,монолитный дом,False,2011,2.7,55.0,1.0,14.0,11.0,Есильский р-н,https://krisha.kz/a/show/1008738539?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=53,51.116069219309,71.431169917705
3-комнатная квартира · 84 м² · 5/24 этаж,"жил. комплекс Manhattan, кирпичный дом, 2020 г.п., потолки 3м., Компания “Витрина недвижимости” 🔹 ID CRM: 144249 Предлагаем большой выбор квартир, домов и коммерческой недвижимости в Астане. Подберем объект под любые задачи — для жизни, отдыха или инвестиций. ✅ Объекты с ремонтом и без ✅ Юридическ…",Мухамедханова 8,68000000.0,Риелтор,кирпичный дом,False,2020,3.0,84.0,3.0,24.0,5.0,Нура р-н,https://krisha.kz/a/show/1008738420?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=54,51.140484149849,71.382931198352
1-комнатная квартира · 39.2 м² · 3/9 этаж,"жил. комплекс Кок жайлау, монолитный дом, 2022 г.п., потолки 3м., Компания “Витрина недвижимости” 🔹 ID CRM: 143491 Предлагаем большой выбор квартир, домов и коммерческой недвижимости в Астане. Подберем объект под любые задачи — для жизни, отдыха или инвестиций. ✅ Объекты с ремонтом и без…",Казыбек Би 9,30000000.0,Риелтор,монолитный дом,False,2022,3.0,39.2,1.0,9.0,3.0,Нура р-н,https://krisha.kz/a/show/1007970548?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=55,51.118709941013,71.390570771858
2-комнатная квартира · 67.3 м² · 6/9 этаж,"жил. комплекс Мынжылдык, кирпичный дом, 2023 г.п., потолки 3м., Компания “Витрина недвижимости” 🔹 ID CRM: 143162 Предлагаем большой выбор квартир, домов и коммерческой недвижимости в Астане. Подберем объект под любые задачи — для жизни, отдыха или инвестиций. ✅ Объекты с ремонтом и без ✅ Юридическ…",Калдаякова 34,35000000.0,Риелтор,кирпичный дом,False,2023,3.0,67.3,2.0,9.0,6.0,Сарайшык р-н,https://krisha.kz/a/show/1007762508?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=56,51.111541016032,71.501061985153
4-комнатная квартира · 111 м² · 3/9 этаж,"жил. комплекс Onyx Comfort, монолитный дом, 2024 г.п., потолки 2.8м., Компания “Витрина недвижимости” 🔹 ID CRM: 144278 Предлагаем большой выбор квартир, домов и коммерческой недвижимости в Астане. Подберем объект под любые задачи — для жизни, отдыха или инвестиций. ✅ Объекты с ремонтом и без…",Е 418 10,32500000.0,Риелтор,монолитный дом,False,2024,2.8,111.0,4.0,9.0,3.0,Нура р-н,https://krisha.kz/a/show/1008917069?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=57,51.150758212302,71.349823193045
